UniProt,domain_start,domain_end,Length,S_over_T_mean,S_over_T_pval,quantile,refoldable,subcellular_localization,average_KD_hydro,A_SASA_count,C_SASA_count,D_SASA_count,E_SASA_count,F_SASA_count,G_SASA_count,H_SASA_count,I_SASA_count,K_SASA_count,L_SASA_count,M_SASA_count,N_SASA_count,P_SASA_count,Q_SASA_count,R_SASA_count,S_SASA_count,T_SASA_count,V_SASA_count,W_SASA_count,Y_SASA_count,fraction DE,fraction KR,fraction AGP,fraction WYF,fraction ILVM,fraction polar,No. of Peptides,No. of Significant Peptides,,,,,,,,,,,,,,,,,
P53971,696,833,137,0.1673,0.00108,18, False, nucleus; cytoplasm,2.572,7,0,4,12,1,2,2,1,9,0,1,3,5,6,6,8,6,2,0,1,0.210526316,0.197368421,0.184210526,0.026315789,0.052631579,0.328947368,,,,,,,,,,,,,,,,,,,
Q03308,622,797,175,0.1313,0.000149,6, nan, cytoplasm; vacuole,2.308,3,0,5,15,0,8,0,4,17,1,1,7,5,8,7,7,5,1,1,0,0.210526316,0.252631579,0.168421053,0.010526316,0.073684211,0.284210526,,,,,,,,,,,,,,,,,,,
Q03433,87,140,53,0.229,0.005063,30, nan, nucleus,2.821,0,0,4,4,2,1,0,1,1,3,0,3,2,4,4,4,4,0,0,1,0.210526316,0.131578947,0.078947368,0.078947368,0.105263158,0.394736842,,,,,,,,,,,,,,,,,,,
Q04305,388,512,124,0.1193,0.00096,6, False, nucleus; nucleolus,3.357,5,0,4,12,1,6,2,3,6,5,2,3,2,4,6,6,4,4,0,1,0.210526316,0.157894737,0.171052632,0.026315789,0.184210526,0.25,,,,,,,,,,,,,,,,,,,
Q05506,8,133,125,0.4158,0.000302,78, False, cytoplasm; cytosol; cytoplasm,2.905,6,0,6,6,0,4,1,1,9,1,1,3,3,2,3,4,2,3,1,1,0.210526316,0.210526316,0.228070175,0.035087719,0.105263158,0.210526316,16,0,,,,,,,,,,,,,,,,,
Q05931,348,429,81,0.3778,0.004112,78, True, mitochondrion matrix,3.858,5,0,7,5,0,7,0,3,5,5,1,3,3,1,2,5,1,4,0,0,0.210526316,0.122807018,0.263157895,0,0.228070175,0.175438596,,,,,,,,,,,,,,,,,,,
Q06224,569,674,105,0.1939,0.000358,18, nan, nucleus,2.972,2,0,6,6,0,3,0,0,5,4,4,6,2,4,3,5,5,2,0,0,0.210526316,0.140350877,0.122807018,0,0.175438596,0.350877193,,,,,,,,,,,,,,,,,,,
Q6Q546,3,72,69,0.4472,0.007104,90, nan, ,2.908,1,1,4,4,0,5,2,0,6,4,0,2,0,3,2,1,0,2,0,1,0.210526316,0.210526316,0.157894737,0.026315789,0.157894737,0.236842105,,,,,,,,,,,,,,,,,,,
P47166,235,672,437,0.2453,0.000162,42, nan, golgi apparatus,3.484,19,1,28,63,7,7,7,21,46,57,7,31,7,26,16,44,22,12,2,9,0.210648148,0.143518519,0.076388889,0.041666667,0.224537037,0.303240741,,,,,,,,,,,,,,,,,,,
P14742,356,700,344,0.4045,0.001271,78, True, ,2.927,7,0,12,15,2,22,4,3,17,4,0,5,6,5,8,9,1,6,0,2,0.2109375,0.1953125,0.2734375,0.03125,0.1015625,0.1875,21,0,,,,,,,,,,,,,,,,,
P28817,40,404,364,0.3947,0.001533,78, False, mitochondrion,2.964,9,0,11,16,4,13,1,1,14,3,1,11,7,6,5,11,7,6,0,2,0.2109375,0.1484375,0.2265625,0.046875,0.0859375,0.28125,,,,,,,,,,,,,,,,,,,
Q05636,10,297,287,0.2999,0.000577,54, True, nucleus; nucleolus; cytoplasm,3.143,5,0,9,18,2,18,2,3,11,6,3,8,4,8,7,11,3,7,0,3,0.2109375,0.140625,0.2109375,0.0390625,0.1484375,0.25,3,0,,,,,,,,,,,,,,,,,
Q12154,135,350,215,0.3297,0.000492,66, False, golgi apparatus; cytoplasm; endoplasmic reticulum,3.543,6,0,9,18,5,11,4,6,10,12,4,9,4,6,5,5,8,4,0,2,0.2109375,0.1171875,0.1640625,0.0546875,0.203125,0.25,6,0,,,,,,,,,,,,,,,,,
P32528,1261,1512,251,0.2933,7.00E-06,54, True, ,3.024,2,1,8,15,2,20,0,3,14,3,2,7,5,3,4,8,4,4,1,3,0.211009174,0.165137615,0.247706422,0.055045872,0.110091743,0.211009174,2,0,,,,,,,,,,,,,,,,,
P32569,316,525,209,0.2887,0.000662,54, False, nucleus,3.303,2,0,11,12,1,5,3,8,11,8,1,6,2,4,9,15,3,6,0,2,0.211009174,0.183486239,0.082568807,0.027522936,0.211009174,0.28440367,,,,,,,,,,,,,,,,,,,
P38798,576,821,245,0.1277,0.000259,6, nan, cytoplasm,2.821,5,0,11,12,3,6,2,5,16,3,1,7,3,5,7,12,2,3,0,6,0.211009174,0.211009174,0.128440367,0.082568807,0.110091743,0.256880734,,,,,,,,,,,,,,,,,,,
Q08924,3,299,296,0.3407,0.000952,66, True, cytoplasm; endosome,3.429,1,0,9,14,3,20,4,6,6,6,1,8,1,0,5,11,4,4,2,4,0.211009174,0.100917431,0.201834862,0.082568807,0.155963303,0.247706422,,,,,,,,,,,,,,,,,,,
Q12458,7,295,288,0.4769,0.000918,90, True, cytoplasm,2.761,6,0,10,13,0,16,2,2,17,2,0,10,4,2,4,5,10,5,1,0,0.211009174,0.19266055,0.23853211,0.009174312,0.082568807,0.266055046,18,0,,,,,,,,,,,,,,,,,
P04046,273,472,199,0.4071,0.000208,78, True, ,2.978,1,0,8,11,1,10,1,3,12,2,2,6,2,2,7,4,8,7,0,3,0.211111111,0.211111111,0.144444444,0.044444444,0.155555556,0.233333333,4,0,,,,,,,,,,,,,,,,,
P06168,50,259,209,0.3382,0.000821,66, False, mitochondrion,2.846,5,0,8,11,1,18,1,2,11,1,0,4,4,1,7,6,5,3,0,2,0.211111111,0.2,0.3,0.033333333,0.066666667,0.188888889,66,0,,,,,,,,,,,,,,,,,
P33734,4,234,230,0.4794,0.000404,90, True, ,2.586,1,0,7,12,0,17,2,2,9,1,1,13,5,4,1,11,1,2,1,0,0.211111111,0.111111111,0.255555556,0.011111111,0.066666667,0.344444444,4,0,,,,,,,,,,,,,,,,,
P42943,215,388,173,0.3301,0.00044,66, False, cytoplasm,3.149,10,1,7,12,1,12,1,0,7,5,0,7,2,9,4,4,2,5,0,1,0.211111111,0.122222222,0.266666667,0.022222222,0.111111111,0.266666667,5,0,,,,,,,,,,,,,,,,,
P53920,530,757,227,0.3594,0.000179,66, True, nucleus,2.974,4,1,10,9,0,7,0,4,10,3,1,8,8,1,6,8,7,3,0,0,0.211111111,0.177777778,0.211111111,0,0.122222222,0.277777778,4,0,,,,,,,,,,,,,,,,,
Q05506,419,599,180,0.4158,0.000302,78, False, cytoplasm; cytosol; cytoplasm,2.697,3,0,5,14,2,9,3,4,10,4,0,9,2,4,7,5,3,1,2,3,0.211111111,0.188888889,0.155555556,0.077777778,0.1,0.266666667,19,0,,,,,,,,,,,,,,,,,
P33892,1981,2340,359,0.2586,0.000257,42, False, cytoplasm,3.295,11,0,19,15,4,14,3,5,16,8,1,8,12,6,9,13,5,10,0,2,0.211180124,0.155279503,0.229813665,0.037267081,0.149068323,0.217391304,11,2,,,,,,,,,,,,,,,,,
Q04693,889,1230,341,0.1483,0.000776,6, nan, nucleus,3.093,2,1,16,18,2,17,4,5,15,13,4,13,7,9,8,15,6,5,0,1,0.211180124,0.142857143,0.161490683,0.01863354,0.167701863,0.298136646,,,,,,,,,,,,,,,,,,,
P11709,287,357,70,0.254,0.000222,42, nan, cytoplasm; cytoskeleton; microtubule organizing center; spindle pole body; cytoplasm; cytoplasm; cytoskeleton; spindle,3.089,2,0,3,12,2,1,3,1,8,11,1,7,1,6,3,4,3,1,1,1,0.211267606,0.154929577,0.056338028,0.056338028,0.197183099,0.323943662,,,,,,,,,,,,,,,,,,,
P32383,718,868,150,0.0174,NaN,6, nan, ,3.383,1,1,7,8,3,6,3,5,2,4,3,6,4,2,4,5,4,0,0,3,0.211267606,0.084507042,0.154929577,0.084507042,0.169014085,0.295774648,,,,,,,,,,,,,,,,,,,
P32558,9,173,164,0.2697,0.000078,54, False, nucleus; chromosome,2.573,5,0,4,11,0,6,1,0,13,3,0,7,4,3,0,9,2,1,0,2,0.211267606,0.183098592,0.211267606,0.028169014,0.056338028,0.309859155,6,0,,,,,,,,,,,,,,,,,
P38787,218,373,155,0.413,0.000655,78, True, ,2.903,4,0,7,8,1,8,0,2,6,3,1,6,4,3,5,8,2,1,0,2,0.211267606,0.154929577,0.225352113,0.042253521,0.098591549,0.267605634,,,,,,,,,,,,,,,,,,,
P39676,5,143,138,0.4625,0.001481,90, True, cytoplasm,2.69,7,0,5,10,0,6,2,0,10,1,0,5,4,5,3,2,7,4,0,0,0.211267606,0.183098592,0.23943662,0,0.070422535,0.295774648,13,0,,,,,,,,,,,,,,,,,
P49090,4,190,186,0.4232,0.000572,78, True, ,3.23,2,0,10,5,1,10,2,4,7,4,1,3,4,4,1,5,4,1,1,2,0.211267606,0.112676056,0.225352113,0.056338028,0.14084507,0.253521127,20,0,,,,,,,,,,,,,,,,,
P53100,13,134,121,0.2569,0.000032,42, nan, ,2.748,5,3,7,8,2,5,1,2,12,3,0,4,1,4,7,1,3,1,0,2,0.211267606,0.267605634,0.154929577,0.056338028,0.084507042,0.225352113,,,,,,,,,,,,,,,,,,,
P53297,248,325,77,0.1353,6.00E-06,6, False, nucleus; cytoplasm; mitochondrion,3.235,4,0,7,8,0,7,1,5,5,5,0,5,2,2,7,8,1,2,0,2,0.211267606,0.169014085,0.183098592,0.028169014,0.169014085,0.23943662,1,1,,,,,,,,,,,,,,,,,
Q02796,253,331,78,0.2533,0.000046,42, nan, nucleus,3.607,2,1,5,10,1,0,1,3,8,14,1,9,0,4,1,6,3,1,0,1,0.211267606,0.126760563,0.028169014,0.028169014,0.267605634,0.338028169,,,,,,,,,,,,,,,,,,,
Q12230,16,265,249,0.2213,7.00E-06,30, False, cytoplasm; cell cortex,3.482,20,0,13,17,5,9,1,1,12,6,2,5,10,8,5,13,4,8,1,2,0.211267606,0.11971831,0.274647887,0.056338028,0.11971831,0.218309859,11,8,,,,,,,,,,,,,,,,,
Q12308,414,587,173,0.264,0.000987,54, nan, nucleus,3.277,2,0,5,10,2,6,1,3,7,4,2,5,1,0,3,8,10,1,0,1,0.211267606,0.14084507,0.126760563,0.042253521,0.14084507,0.338028169,,,,,,,,,,,,,,,,,,,
Q04081,2,327,325,0.3306,0.000223,66, nan, ,2.92,9,0,8,18,3,11,2,5,13,2,1,9,4,5,10,16,3,4,0,0,0.211382114,0.18699187,0.195121951,0.024390244,0.097560976,0.284552846,,,,,,,,,,,,,,,,,,,
Q04371,135,465,330,0.3654,0.001275,78, True, ,2.752,8,0,8,18,0,17,1,3,17,2,1,8,8,5,4,11,7,2,1,2,0.211382114,0.170731707,0.268292683,0.024390244,0.06504065,0.260162602,6,0,,,,,,,,,,,,,,,,,
P37297,14,451,437,0.092,0.000083,6, False, ,3.049,9,1,19,18,3,10,4,2,16,12,0,16,5,9,7,17,17,7,0,3,0.211428571,0.131428571,0.137142857,0.034285714,0.12,0.365714286,,,,,,,,,,,,,,,,,,,
P08566,654,882,228,0.3003,0.000389,54, False, cytoplasm,2.833,6,1,11,11,1,16,3,0,10,3,0,7,9,2,4,8,10,2,0,0,0.211538462,0.134615385,0.298076923,0.009615385,0.048076923,0.298076923,5,0,,,,,,,,,,,,,,,,,
P22147,589,671,82,0.175,2.00E-06,18, False, cytoplasm; perinuclear region; cytoplasm; p-body; cytoplasm,3.083,2,0,5,6,1,1,0,1,5,4,0,3,5,6,3,2,2,4,1,1,0.211538462,0.153846154,0.153846154,0.057692308,0.173076923,0.25,3,1,,,,,,,,,,,,,,,,,
P22515,392,594,202,0.41,0.001433,78, False, nucleus; cytoplasm,2.906,4,0,10,12,1,11,0,1,11,5,0,10,8,1,8,11,4,6,0,1,0.211538462,0.182692308,0.221153846,0.019230769,0.115384615,0.25,10,0,,,,,,,,,,,,,,,,,
P25372,34,126,92,0.3783,0.026513,78, True, mitochondrion,2.788,4,0,6,5,0,6,1,3,8,1,1,2,4,4,2,0,4,0,1,0,0.211538462,0.192307692,0.269230769,0.019230769,0.096153846,0.211538462,2,0,,,,,,,,,,,,,,,,,
P38138,726,953,227,0.2501,0.000012,42, nan, endoplasmic reticulum,2.882,2,0,8,14,2,13,4,2,2,3,1,14,4,3,5,12,6,3,1,5,0.211538462,0.067307692,0.182692308,0.076923077,0.086538462,0.375,,,,,,,,,,,,,,,,,,,
P38615,16,115,99,0.6203,0.035243,90, nan, ,3.108,0,0,5,6,2,3,2,4,3,1,1,3,4,4,3,4,3,2,0,2,0.211538462,0.115384615,0.134615385,0.076923077,0.153846154,0.307692308,,,,,,,,,,,,,,,,,,,
P38623,544,595,51,0.3674,0.00003,78, True, cytoplasm,3.463,2,0,4,7,1,6,0,1,2,7,1,2,0,6,3,4,4,1,0,1,0.211538462,0.096153846,0.153846154,0.038461538,0.192307692,0.307692308,,,,,,,,,,,,,,,,,,,
P43535,5,90,85,0.2369,0.000028,42, False, ,2.942,4,0,6,5,2,3,1,1,8,2,0,1,1,5,1,6,4,1,0,1,0.211538462,0.173076923,0.153846154,0.057692308,0.076923077,0.326923077,4,1,,,,,,,,,,,,,,,,,
Q12104,89,298,209,0.3441,0.000384,66, nan, nucleus,3.125,5,0,14,8,0,5,2,4,8,11,3,12,6,4,6,6,6,1,1,2,0.211538462,0.134615385,0.153846154,0.028846154,0.182692308,0.288461538,,,,,,,,,,,,,,,,,,,
P41697,555,712,157,0.171,0.001708,18, nan, ,3.574,6,3,12,17,3,3,1,6,16,16,3,4,5,12,7,7,7,7,1,1,0.211678832,0.167883212,0.102189781,0.03649635,0.233576642,0.248175182,1,0,,,,,,,,,,,,,,,,,
P27472,439,596,157,0.3476,0.000258,66, False, ,3.412,4,0,9,9,3,6,1,4,3,4,1,8,7,4,7,2,3,7,0,3,0.211764706,0.117647059,0.2,0.070588235,0.188235294,0.211764706,,,,,,,,,,,,,,,,,,,
P32849,995,1168,173,0.1427,0.001598,6, nan, nucleus; cytoplasm,3.282,5,0,9,9,2,7,2,7,8,2,2,2,0,4,7,8,7,2,1,1,0.211764706,0.176470588,0.141176471,0.047058824,0.152941176,0.270588235,,,,,,,,,,,,,,,,,,,
P38251,5,189,184,0.1663,0.000107,18, True, nucleus,2.589,5,0,10,8,2,7,1,1,10,2,1,8,3,5,8,10,0,3,0,1,0.211764706,0.211764706,0.176470588,0.035294118,0.082352941,0.282352941,1,1,,,,,,,,,,,,,,,,,
P46969,6,233,227,0.6909,0.02727,90, True, cytoplasm,2.733,5,1,10,8,2,16,5,2,13,1,0,3,6,1,3,6,3,0,0,0,0.211764706,0.188235294,0.317647059,0.023529412,0.035294118,0.223529412,19,1,,,,,,,,,,,,,,,,,
Q00055,36,236,200,0.417,0.002278,78, True, cytoplasm; peroxisome,2.878,4,0,8,10,3,14,4,2,10,0,0,3,7,3,3,5,4,3,1,1,0.211764706,0.152941176,0.294117647,0.058823529,0.058823529,0.223529412,12,0,,,,,,,,,,,,,,,,,
P06844,8,321,313,0.1673,0.004411,18, False, nucleus,2.939,8,0,24,19,6,18,7,4,23,12,5,14,4,14,15,11,7,9,1,2,0.21182266,0.187192118,0.147783251,0.044334975,0.147783251,0.261083744,,,,,,,,,,,,,,,,,,,
P25623,7,233,226,0.2125,0.000111,30, nan, bud neck,2.814,6,1,7,18,1,1,2,1,13,11,1,10,3,10,7,11,9,2,0,4,0.211864407,0.169491525,0.084745763,0.042372881,0.127118644,0.36440678,,,,,,,,,,,,,,,,,,,
P39076,213,395,182,0.3247,0.000028,66, False, cytoplasm,3.24,9,1,11,14,3,12,2,2,18,9,1,4,1,5,5,7,9,4,0,1,0.211864407,0.194915254,0.186440678,0.033898305,0.13559322,0.237288136,6,0,,,,,,,,,,,,,,,,,
P47074,24,246,222,0.2215,NaN,30, nan, nucleus,2.804,4,0,5,20,0,9,1,2,13,8,2,12,4,8,8,10,5,5,0,2,0.211864407,0.177966102,0.144067797,0.016949153,0.144067797,0.305084746,,,,,,,,,,,,,,,,,,,
P25558,203,733,530,0.1822,0.000017,18, nan, ,2.812,8,2,18,28,3,10,6,5,30,13,2,23,11,7,8,25,10,5,0,3,0.211981567,0.175115207,0.133640553,0.02764977,0.115207373,0.33640553,,,,,,,,,,,,,,,,,,,
P06779,23,55,32,0.2454,0.003913,42, False, ,2.67,2,0,2,5,1,1,0,2,5,1,0,1,0,5,2,2,2,0,1,1,0.212121212,0.212121212,0.090909091,0.090909091,0.090909091,0.303030303,,,,,,,,,,,,,,,,,,,
P22936,17,343,326,0.3744,0.000359,78, True, nucleus,2.569,4,0,9,19,1,25,0,0,27,6,0,10,2,5,4,8,8,3,0,1,0.212121212,0.234848485,0.234848485,0.015151515,0.068181818,0.234848485,2,0,,,,,,,,,,,,,,,,,
P23180,150,460,310,0.3553,0.000014,66, True, mitochondrion,3.154,6,0,13,15,5,11,1,6,12,9,0,13,6,6,3,17,6,0,0,3,0.212121212,0.113636364,0.174242424,0.060606061,0.113636364,0.325757576,3,0,,,,,,,,,,,,,,,,,
P27472,600,639,39,0.3476,0.000258,66, False, ,3.464,4,0,3,4,0,4,0,0,0,3,1,2,1,2,4,1,0,2,0,2,0.212121212,0.121212121,0.272727273,0.060606061,0.181818182,0.151515152,,,,,,,,,,,,,,,,,,,
P32657,321,601,280,0.1735,1.00E-06,18, True, nucleus,2.561,8,0,11,17,3,11,2,1,18,5,1,11,6,9,10,7,7,3,0,2,0.212121212,0.212121212,0.189393939,0.037878788,0.075757576,0.272727273,,,,,,,,,,,,,,,,,,,
P38304,133,169,36,0.2306,0.005697,42, nan, nucleus,3.045,1,0,2,5,1,2,1,1,3,3,0,2,0,2,3,0,4,1,1,1,0.212121212,0.181818182,0.090909091,0.090909091,0.151515152,0.272727273,,,,,,,,,,,,,,,,,,,
P38628,199,318,119,0.3623,0.00059,66, False, nucleus; cytoplasm,3.274,5,0,8,6,4,8,0,1,6,4,0,2,3,3,4,8,2,1,0,1,0.212121212,0.151515152,0.242424242,0.075757576,0.090909091,0.227272727,1,0,,,,,,,,,,,,,,,,,
P38859,1274,1488,214,0.2694,0.000274,54, nan, nucleus; chromosome,2.445,4,1,8,13,1,8,1,2,12,3,1,12,6,5,8,9,3,1,0,1,0.212121212,0.202020202,0.181818182,0.02020202,0.070707071,0.313131313,,,,,,,,,,,,,,,,,,,
P39529,184,410,226,0.2001,0.011709,30, nan, nucleus,3.261,2,3,12,9,3,9,1,5,11,4,1,3,3,3,6,11,5,3,1,4,0.212121212,0.171717172,0.141414141,0.080808081,0.131313131,0.262626263,,,,,,,,,,,,,,,,,,,
P41695,308,344,36,0.1575,0.007889,6, nan, nucleus,3.43,1,0,1,6,1,2,0,3,2,2,1,5,3,0,2,0,2,1,0,1,0.212121212,0.121212121,0.181818182,0.060606061,0.212121212,0.212121212,,,,,,,,,,,,,,,,,,,
P43639,237,272,35,0.2179,0.001841,30, False, ,3.673,2,1,1,6,4,2,0,1,2,1,1,1,0,1,3,2,1,1,2,1,0.212121212,0.151515152,0.121212121,0.212121212,0.121212121,0.181818182,,,,,,,,,,,,,,,,,,,
P53297,380,412,32,0.1353,6.00E-06,6, False, nucleus; cytoplasm; mitochondrion,3.727,1,0,2,5,2,0,0,2,6,3,1,0,2,1,1,4,0,2,0,1,0.212121212,0.212121212,0.090909091,0.090909091,0.242424242,0.151515152,1,1,,,,,,,,,,,,,,,,,
P53327,68,175,107,0.1169,0.000325,6, False, cytoplasm; cytosol,3.115,3,0,5,9,3,3,0,3,10,3,0,5,1,6,1,6,4,3,0,1,0.212121212,0.166666667,0.106060606,0.060606061,0.136363636,0.318181818,,,,,,,,,,,,,,,,,,,
P53333,2,203,201,0.2129,0.00343,30, nan, nucleus; cytoplasm,2.844,3,0,9,12,2,5,1,5,10,4,3,7,2,10,7,7,5,2,2,3,0.212121212,0.171717172,0.101010101,0.070707071,0.141414141,0.303030303,,,,,,,,,,,,,,,,,,,
P54784,12,212,200,0.2228,0.000011,30, nan, nucleus,2.758,5,0,8,13,2,9,1,3,12,7,0,13,4,4,8,4,3,2,0,1,0.212121212,0.202020202,0.181818182,0.03030303,0.121212121,0.252525253,,,,,,,,,,,,,,,,,,,
Q03833,8,308,300,0.3248,0.00142,66, nan, nucleus,2.717,6,2,14,14,2,9,2,5,14,5,1,15,4,12,5,13,4,1,0,4,0.212121212,0.143939394,0.143939394,0.045454545,0.090909091,0.363636364,,,,,,,,,,,,,,,,,,,
P38853,893,1163,270,0.2332,3.00E-06,42, True, ,3.24,6,1,16,36,4,6,7,13,26,23,2,27,1,11,11,35,4,11,1,4,0.212244898,0.151020408,0.053061224,0.036734694,0.2,0.346938776,1,0,,,,,,,,,,,,,,,,,
P40026,199,462,263,0.1038,0.00272,6, nan, cytoplasm; nucleus,2.464,2,1,12,12,2,7,3,2,15,4,2,13,4,7,7,10,5,2,0,3,0.212389381,0.194690265,0.115044248,0.044247788,0.088495575,0.345132743,,,,,,,,,,,,,,,,,,,
P53727,11,316,305,0.4214,0.00169,78, False, nucleus; cytoplasm,2.774,5,2,15,9,2,18,2,2,11,4,0,5,3,10,7,12,4,1,0,1,0.212389381,0.159292035,0.230088496,0.026548673,0.061946903,0.309734513,1,0,,,,,,,,,,,,,,,,,
Q06623,31,328,297,0.2662,0.000072,54, True, nucleus,2.425,3,0,9,15,0,9,4,1,17,5,1,5,8,6,7,10,6,1,0,6,0.212389381,0.212389381,0.17699115,0.053097345,0.07079646,0.274336283,,,,,,,,,,,,,,,,,,,
Q12143,101,215,114,0.1881,0.028444,18, nan, chromosome; centromere; kinetochore; nucleus,3.386,7,0,14,10,1,3,2,4,8,8,4,6,2,13,6,4,4,9,2,6,0.212389381,0.123893805,0.10619469,0.079646018,0.221238938,0.256637168,,,,,,,,,,,,,,,,,,,
P19414,577,776,199,0.3823,0.000018,78, True, cytoplasm; mitochondrion,2.656,5,0,9,8,0,16,1,1,12,2,0,8,5,1,2,3,3,1,0,3,0.2125,0.175,0.325,0.0375,0.05,0.2,14,0,,,,,,,,,,,,,,,,,
P22147,7,341,334,0.175,2.00E-06,18, False, cytoplasm; perinuclear region; cytoplasm; p-body; cytoplasm,2.814,8,0,11,23,3,18,8,3,19,9,3,13,7,8,9,7,5,4,0,2,0.2125,0.175,0.20625,0.03125,0.11875,0.25625,7,1,,,,,,,,,,,,,,,,,
P46678,497,579,82,0.2438,0.000439,42, nan, nucleus,2.959,4,0,7,10,1,4,3,3,13,7,2,10,0,3,4,1,4,3,0,1,0.2125,0.2125,0.1,0.025,0.1875,0.2625,,,,,,,,,,,,,,,,,,,
P53063,5,385,380,0.2436,0.000733,42, False, nucleus,2.724,9,0,15,19,3,19,4,3,18,5,1,15,3,7,11,17,6,4,0,1,0.2125,0.18125,0.19375,0.025,0.08125,0.30625,4,1,,,,,,,,,,,,,,,,,
P19414,29,338,309,0.3823,0.000018,78, True, cytoplasm; mitochondrion,3.164,10,0,16,11,1,26,3,3,19,6,2,4,1,7,2,5,5,4,1,1,0.212598425,0.165354331,0.291338583,0.023622047,0.118110236,0.188976378,31,0,,,,,,,,,,,,,,,,,
Q04052,192,454,262,0.575,0.111898,90, nan, nucleus,3.262,5,0,11,16,2,13,1,7,9,8,5,13,6,4,8,7,7,3,1,1,0.212598425,0.133858268,0.188976378,0.031496063,0.181102362,0.251968504,,,,,,,,,,,,,,,,,,,
O60200,12,77,65,0.3886,0.00585,78, nan, nucleus; cytoplasm; mitochondrion intermembrane space,3.509,6,1,2,8,2,3,0,1,5,2,0,4,1,1,1,3,3,2,1,1,0.212765957,0.127659574,0.212765957,0.085106383,0.106382979,0.255319149,,,,,,,,,,,,,,,,,,,
P04147,40,209,169,0.1874,0.000098,18, False, nucleus; cytoplasm,2.588,4,0,10,10,0,13,1,1,10,3,1,6,6,3,8,11,3,1,1,2,0.212765957,0.191489362,0.244680851,0.031914894,0.063829787,0.255319149,14,4,,,,,,,,,,,,,,,,,
P06779,185,563,378,0.2454,0.003913,42, False, ,2.945,7,0,13,17,4,17,4,2,12,5,3,14,3,7,7,12,8,5,0,1,0.212765957,0.134751773,0.191489362,0.035460993,0.106382979,0.319148936,,,,,,,,,,,,,,,,,,,
P16522,79,476,397,0.205,0.005553,30, nan, chromosome; centromere; kinetochore; nucleus,2.933,5,0,20,20,9,11,3,4,17,9,4,17,2,16,8,18,9,5,1,10,0.212765957,0.132978723,0.095744681,0.106382979,0.117021277,0.335106383,,,,,,,,,,,,,,,,,,,
P25491,260,334,74,0.22,0.001196,30, False, cytoplasm; perinuclear region; cytoplasm,3.768,3,0,4,6,1,12,0,1,3,1,0,0,4,0,2,1,1,5,1,2,0.212765957,0.106382979,0.404255319,0.085106383,0.14893617,0.042553191,8,2,,,,,,,,,,,,,,,,,
P28007,38,121,83,0.1328,0.000847,6, False, nucleus; nucleolus,3.06,2,1,3,7,2,7,1,2,5,2,0,3,3,2,2,1,3,0,0,1,0.212765957,0.14893617,0.255319149,0.063829787,0.085106383,0.234042553,7,5,,,,,,,,,,,,,,,,,
P34217,83,173,90,0.2773,5.00E-06,54, True, cytoplasm,2.864,2,0,2,8,2,4,0,2,5,2,1,3,2,3,4,2,3,0,0,2,0.212765957,0.191489362,0.170212766,0.085106383,0.106382979,0.234042553,3,0,,,,,,,,,,,,,,,,,
P38217,10,343,333,0.3712,0.000034,78, True, nucleus; nucleus; nuclear pore complex; cytoplasm,2.848,4,1,10,20,0,9,7,2,8,8,3,20,9,13,2,10,4,7,0,4,0.212765957,0.070921986,0.156028369,0.028368794,0.141843972,0.390070922,6,0,,,,,,,,,,,,,,,,,
P38744,16,117,101,0.2707,0.000808,54, nan, ,2.504,1,0,5,5,0,3,5,0,7,3,1,1,3,1,2,2,5,0,1,2,0.212765957,0.191489362,0.14893617,0.063829787,0.085106383,0.29787234,,,,,,,,,,,,,,,,,,,
P40160,195,357,162,0.2888,5.00E-06,54, False, nucleus; cytoplasm,2.794,3,1,13,7,3,8,2,1,14,4,3,5,5,4,7,6,3,3,0,2,0.212765957,0.223404255,0.170212766,0.053191489,0.117021277,0.223404255,1,0,,,,,,,,,,,,,,,,,
P41697,362,443,81,0.171,0.001708,18, nan, ,3.138,3,0,3,7,0,4,1,1,5,5,0,6,3,2,0,2,3,1,0,1,0.212765957,0.106382979,0.212765957,0.021276596,0.14893617,0.29787234,,,,,,,,,,,,,,,,,,,
P46677,674,758,84,0.1681,0.000494,18, nan, nucleus,2.187,2,0,7,3,0,3,3,1,8,0,0,1,3,3,4,4,2,1,0,2,0.212765957,0.255319149,0.170212766,0.042553191,0.042553191,0.276595745,,,,,,,,,,,,,,,,,,,
P53327,711,798,87,0.1169,0.000325,6, False, cytoplasm; cytosol,3.54,4,0,5,5,1,4,2,1,2,3,0,2,1,2,3,3,1,4,1,3,0.212765957,0.106382979,0.191489362,0.106382979,0.170212766,0.212765957,,,,,,,,,,,,,,,,,,,
P53327,1542,1618,76,0.1169,0.000325,6, False, cytoplasm; cytosol,3.045,2,1,5,5,1,4,3,0,2,2,0,2,0,2,2,8,5,1,1,1,0.212765957,0.085106383,0.127659574,0.063829787,0.063829787,0.446808511,,,,,,,,,,,,,,,,,,,
Q03835,148,249,101,0.3542,0.014772,66, True, ,2.398,2,0,2,8,2,7,1,0,3,1,0,3,3,5,5,3,2,0,0,0,0.212765957,0.170212766,0.255319149,0.042553191,0.021276596,0.29787234,4,0,,,,,,,,,,,,,,,,,
Q06063,26,266,240,0.2317,0.000047,42, nan, ,2.404,4,0,8,12,1,13,5,2,8,1,0,10,3,2,9,8,2,1,0,5,0.212765957,0.180851064,0.212765957,0.063829787,0.042553191,0.287234043,,,,,,,,,,,,,,,,,,,
