UniProt,domain_start,domain_end,Length,S_over_T_mean,S_over_T_pval,quantile,refoldable,subcellular_localization,average_KD_hydro,A_SASA_count,C_SASA_count,D_SASA_count,E_SASA_count,F_SASA_count,G_SASA_count,H_SASA_count,I_SASA_count,K_SASA_count,L_SASA_count,M_SASA_count,N_SASA_count,P_SASA_count,Q_SASA_count,R_SASA_count,S_SASA_count,T_SASA_count,V_SASA_count,W_SASA_count,Y_SASA_count,fraction DE,fraction KR,fraction AGP,fraction WYF,fraction ILVM,fraction polar,No. of Peptides,No. of Significant Peptides,,,,,,,,,,,
P40040,125,174,49,0.3335,0.000362,66, True, ,2.379,3,0,4,3,2,2,1,0,6,2,0,4,0,3,3,1,0,0,0,0,0.205882353,0.264705882,0.147058824,0.058823529,0.058823529,0.264705882,2,0,,,,,,,,,,,
P47050,777,833,56,0.1999,0.002519,30, nan, nucleus; cytoplasm,2.368,2,0,5,4,1,3,1,0,5,1,0,1,0,2,4,2,2,1,0,0,0.264705882,0.264705882,0.147058824,0.029411765,0.058823529,0.235294118,,,,,,,,,,,,,
P53743,107,298,191,0.1971,0.003276,18, False, nucleus; nucleolus,2.714,9,0,7,12,3,12,3,7,24,3,2,11,4,9,11,10,4,1,0,0,0.143939394,0.265151515,0.189393939,0.022727273,0.098484848,0.28030303,1,0,,,,,,,,,,,
P17558,68,127,59,0.2075,0.000042,30, False, mitochondrion,3.071,6,0,2,5,1,1,2,2,8,4,0,2,1,4,5,3,1,1,0,1,0.142857143,0.265306122,0.163265306,0.040816327,0.142857143,0.244897959,,,,,,,,,,,,,
Q08687,10,167,157,0.2662,0.000096,54, False, nucleus,2.494,7,0,9,7,1,6,4,2,18,4,1,9,4,5,8,5,6,1,0,1,0.163265306,0.265306122,0.173469388,0.020408163,0.081632653,0.295918367,,,,,,,,,,,,,
P28778,2,122,120,0.2443,0.003651,42, nan, mitochondrion,3.297,3,0,4,4,1,5,0,4,12,5,0,3,3,2,5,7,3,2,0,1,0.125,0.265625,0.171875,0.03125,0.171875,0.234375,,,,,,,,,,,,,
P40466,296,419,123,0.1583,0.002154,6, nan, cytoplasm; cytosol; nucleus,2.672,5,0,5,4,2,7,1,1,9,2,2,5,3,3,8,6,0,0,0,1,0.140625,0.265625,0.234375,0.046875,0.078125,0.234375,,,,,,,,,,,,,
Q12672,7,105,98,0.2308,0.000687,42, False, cytoplasm,3.108,1,1,1,2,2,8,4,1,9,2,2,4,0,3,7,4,2,4,0,3,0.05,0.266666667,0.15,0.083333333,0.15,0.3,,,,,,,,,,,,,
P36105,16,118,102,0.1827,0.005965,18, True, cytoplasm,3.402,12,1,2,2,2,6,0,2,10,1,0,1,3,5,6,2,4,1,0,0,0.066666667,0.266666667,0.35,0.033333333,0.066666667,0.216666667,24,0,,,,,,,,,,,
Q05854,14,44,30,0.1692,0.000331,18, nan, nucleus,3.633,0,2,2,2,0,2,0,0,3,7,0,1,0,2,5,2,1,1,0,0,0.133333333,0.266666667,0.066666667,0,0.266666667,0.266666667,,,,,,,,,,,,,
Q12052,5,312,307,0.2033,0.000978,30, nan, nucleus; nucleolus,2.447,4,1,7,16,2,13,5,1,28,4,1,13,7,3,12,20,6,3,0,4,0.153333333,0.266666667,0.16,0.04,0.06,0.32,,,,,,,,,,,,,
P23369,6,92,86,0.2062,0.001745,30, nan, mitochondrion,3.067,0,0,3,4,4,1,1,1,7,3,0,1,3,2,5,6,1,2,0,1,0.155555556,0.266666667,0.088888889,0.111111111,0.133333333,0.244444444,,,,,,,,,,,,,
Q02866,206,236,30,0.1171,0.00002,6, nan, cytoplasm,3.77,0,1,1,4,1,0,0,4,7,3,2,3,0,1,1,0,0,1,0,1,0.166666667,0.266666667,0,0.066666667,0.333333333,0.166666667,,,,,,,,,,,,,
P40080,131,191,60,0.3503,0.009523,66, nan, cytoplasm; endosome,2.935,1,0,2,9,1,0,0,2,9,7,1,4,1,4,7,3,3,2,0,4,0.183333333,0.266666667,0.033333333,0.083333333,0.2,0.233333333,,,,,,,,,,,,,
Q00916,54,198,144,0.2054,0.000148,30, nan, nucleus,2.597,1,0,9,8,1,7,3,6,17,2,2,6,4,6,7,2,1,3,0,5,0.188888889,0.266666667,0.133333333,0.066666667,0.144444444,0.2,,,,,,,,,,,,,
P53866,511,728,217,0.094,0.000884,6, nan, nucleus; cytoplasm,2.955,8,0,9,16,5,9,3,7,28,8,1,9,4,5,11,8,10,3,1,1,0.171232877,0.267123288,0.143835616,0.047945205,0.130136986,0.239726027,,,,,,,,,,,,,
P40493,19,315,296,0.1958,0.001476,18, nan, nucleus; nucleolus,2.281,4,0,13,13,1,11,5,1,28,9,0,15,4,12,11,7,5,3,0,4,0.178082192,0.267123288,0.130136986,0.034246575,0.089041096,0.301369863,,,,,,,,,,,,,
P53881,94,282,188,0.2522,0.000146,42, nan, mitochondrion,2.964,3,0,2,10,3,8,3,5,17,7,0,2,3,10,10,11,3,2,0,2,0.118811881,0.267326733,0.138613861,0.04950495,0.138613861,0.287128713,,,,,,,,,,,,,
Q07622,235,614,379,0.2225,0.000156,30, nan, ,2.669,6,0,12,12,2,13,0,3,37,7,2,11,8,14,5,9,6,6,0,4,0.152866242,0.267515924,0.171974522,0.038216561,0.114649682,0.25477707,,,,,,,,,,,,,
P53298,128,273,145,0.2897,0.000029,54, nan, chromosome; centromere; kinetochore; nucleus,2.735,3,0,4,18,1,2,2,7,15,8,1,9,1,7,15,9,3,3,0,4,0.196428571,0.267857143,0.053571429,0.044642857,0.169642857,0.267857143,,,,,,,,,,,,,
P32388,7,128,121,0.1642,0.000112,18, nan, mitochondrion,2.691,0,0,6,7,2,3,2,2,10,2,2,3,3,2,5,2,2,3,0,0,0.232142857,0.267857143,0.107142857,0.035714286,0.160714286,0.196428571,,,,,,,,,,,,,
Q3E846,21,87,66,0.2114,0.011744,30, nan, nucleus; cytoplasm; mitochondrion intermembrane space,2.602,3,0,4,6,1,0,2,1,9,1,1,0,1,2,2,4,0,1,2,1,0.243902439,0.268292683,0.097560976,0.097560976,0.097560976,0.195121951,,,,,,,,,,,,,
P32453,43,90,47,0.2856,0.000042,54, False, mitochondrion,2.259,0,0,2,9,1,1,1,2,9,3,0,3,1,4,2,1,1,0,0,1,0.268292683,0.268292683,0.048780488,0.048780488,0.12195122,0.243902439,,,,,,,,,,,,,
P38824,78,149,71,0.5569,0.036548,90, nan, cytoplasm; mitochondrion intermembrane space,2.09,2,0,5,6,1,0,0,0,6,1,0,1,2,4,5,2,0,1,0,5,0.268292683,0.268292683,0.097560976,0.146341463,0.048780488,0.170731707,,,,,,,,,,,,,
P43586,106,156,50,0.1848,1.00E-06,18, nan, nucleus; nucleolus,3.334,3,0,3,8,0,1,0,4,7,6,0,1,0,1,4,1,1,0,0,1,0.268292683,0.268292683,0.097560976,0.024390244,0.243902439,0.097560976,,,,,,,,,,,,,
P04786,131,760,629,0.2086,0,30, True, nucleus; nucleoplasm; nucleus; nucleolus,2.281,9,0,27,42,3,23,4,3,54,9,0,14,18,17,22,13,15,8,0,2,0.243816254,0.268551237,0.176678445,0.017667845,0.070671378,0.222614841,3,0,,,,,,,,,,,
Q3E7Y3,6,125,119,0.1973,0.000265,18, False, cytoplasm,2.534,5,0,3,4,2,10,2,1,10,2,0,6,3,5,8,4,1,0,0,1,0.104477612,0.268656716,0.268656716,0.044776119,0.044776119,0.268656716,,,,,,,,,,,,,
P09119,389,511,122,0.2375,0.031148,42, nan, nucleus; chromosome,2.943,3,1,7,4,3,2,0,3,14,3,0,6,2,3,4,3,7,2,0,0,0.164179104,0.268656716,0.104477612,0.044776119,0.119402985,0.298507463,,,,,,,,,,,,,
Q03508,19,455,436,0.22,0.00487,30, nan, ,2.523,9,1,9,18,2,11,8,5,20,6,0,7,12,5,23,14,9,0,0,1,0.16875,0.26875,0.2,0.01875,0.06875,0.275,,,,,,,,,,,,,
P29056,76,307,231,0.1317,0.007989,6, nan, nucleus,2.47,10,0,8,14,1,6,3,2,22,4,0,9,1,9,10,9,4,3,1,3,0.18487395,0.268907563,0.142857143,0.042016807,0.075630252,0.285714286,,,,,,,,,,,,,
P40206,1,182,181,0.1872,0.001955,18, nan, cytoplasm,2.118,3,0,4,12,2,5,0,1,14,2,0,10,5,4,7,3,4,0,0,2,0.205128205,0.269230769,0.166666667,0.051282051,0.038461538,0.269230769,,,,,,,,,,,,,
P10962,144,169,25,0.1616,0.000101,6, True, nucleus,3.6,4,0,1,5,0,0,0,2,4,3,1,1,0,1,3,0,0,1,0,0,0.230769231,0.269230769,0.153846154,0,0.269230769,0.076923077,1,1,,,,,,,,,,,
Q08971,30,142,112,0.3352,0.000016,66, True, cytoplasm,2.554,0,0,4,11,3,4,0,1,12,2,0,1,1,1,2,3,4,1,1,1,0.288461538,0.269230769,0.096153846,0.096153846,0.076923077,0.173076923,7,0,,,,,,,,,,,
P46678,307,336,29,0.2438,0.000439,42, nan, nucleus,1.988,0,0,0,9,1,0,2,0,2,2,1,0,1,2,5,1,0,0,0,0,0.346153846,0.269230769,0.038461538,0.038461538,0.115384615,0.192307692,,,,,,,,,,,,,
P12686,47,238,191,0.2194,0.000306,30, nan, mitochondrion,2.596,5,0,7,6,1,6,3,3,14,4,0,3,8,7,10,4,5,1,0,2,0.146067416,0.269662921,0.213483146,0.033707865,0.08988764,0.247191011,,,,,,,,,,,,,
Q12280,1375,1490,115,0.2625,0.00215,54, nan, bud neck,2.843,1,0,6,4,1,7,2,2,13,1,0,1,3,2,4,8,2,4,0,2,0.158730159,0.26984127,0.174603175,0.047619048,0.111111111,0.238095238,,,,,,,,,,,,,
Q04533,12,164,152,0.4128,0.001012,78, nan, ,2.996,5,2,3,7,2,5,2,3,13,2,0,4,4,3,7,2,3,3,2,2,0.135135135,0.27027027,0.189189189,0.081081081,0.108108108,0.216216216,,,,,,,,,,,,,
P25337,19,147,128,0.1697,0.008895,18, nan, nucleus,2.412,5,0,5,9,0,3,1,2,15,3,0,4,2,8,5,6,4,1,1,0,0.189189189,0.27027027,0.135135135,0.013513514,0.081081081,0.310810811,,,,,,,,,,,,,
P53261,14,264,250,0.2313,0.00053,42, False, nucleus; nucleoplasm; nucleus; nucleolus,2.876,6,0,10,10,3,7,2,6,21,3,1,5,9,4,15,14,8,5,0,4,0.15037594,0.270676692,0.165413534,0.052631579,0.112781955,0.248120301,2,0,,,,,,,,,,,
P33400,146,230,84,0.1909,0.005089,18, nan, nucleus; cytoplasm,2.388,0,0,4,2,0,4,4,1,10,2,1,4,3,2,3,4,2,1,0,1,0.125,0.270833333,0.145833333,0.020833333,0.104166667,0.333333333,,,,,,,,,,,,,
Q99247,1015,1099,84,0.177,0.00001,18, nan, cytoplasm,3.183,3,0,5,4,0,3,0,0,7,4,2,1,2,2,6,2,3,4,0,0,0.1875,0.270833333,0.166666667,0,0.208333333,0.166666667,,,,,,,,,,,,,
Q03435,93,160,67,0.2685,0.007442,54, nan, nucleus,2.356,1,0,3,8,0,2,0,2,7,3,2,5,2,3,6,1,1,0,0,2,0.229166667,0.270833333,0.104166667,0.041666667,0.145833333,0.208333333,,,,,,,,,,,,,
P36525,68,256,188,0.2509,0.009464,42, nan, mitochondrion,2.892,5,0,8,9,2,14,0,4,24,4,1,9,7,1,8,10,3,4,3,2,0.144067797,0.271186441,0.220338983,0.059322034,0.110169492,0.194915254,,,,,,,,,,,,,
P19659,512,623,111,0.232,4.00E-06,42, nan, nucleus,2.451,1,0,3,7,0,2,0,3,10,2,1,6,0,7,6,5,4,2,0,0,0.169491525,0.271186441,0.050847458,0,0.13559322,0.372881356,,,,,,,,,,,,,
P25357,469,577,108,0.203,0.000947,30, nan, nucleus,3.18,3,1,2,14,3,1,4,8,22,13,1,7,1,6,6,4,3,0,0,4,0.155339806,0.27184466,0.048543689,0.067961165,0.213592233,0.242718447,,,,,,,,,,,,,
P37263,123,149,26,0.1516,1.00E-06,6, False, nucleus; nucleolus,3.714,1,0,1,1,0,2,0,1,5,2,0,0,0,1,1,2,2,2,0,1,0.090909091,0.272727273,0.136363636,0.045454545,0.227272727,0.227272727,,,,,,,,,,,,,
Q04500,808,857,49,0.1703,0.000032,18, False, nucleus; nucleolus,3.177,1,0,1,3,2,1,0,2,10,2,0,7,1,3,2,2,0,5,0,2,0.090909091,0.272727273,0.068181818,0.090909091,0.204545455,0.272727273,,,,,,,,,,,,,
Q06630,9,213,204,0.1332,0.012471,6, nan, nucleus; mitochondrion,2.756,6,0,6,6,1,5,1,2,15,4,0,6,4,7,9,6,3,4,2,1,0.136363636,0.272727273,0.170454545,0.045454545,0.113636364,0.261363636,,,,,,,,,,,,,
Q12383,19,50,31,0.3944,0.000567,78, nan, nucleus; cytoplasm,2.914,0,0,0,3,1,1,0,0,4,2,2,1,0,2,2,3,1,0,0,0,0.136363636,0.272727273,0.045454545,0.045454545,0.181818182,0.318181818,,,,,,,,,,,,,
Q12339,9,163,154,0.1488,0.000853,6, nan, nucleus; nucleolus; mitochondrion,2.367,2,0,4,7,1,4,1,2,10,1,0,6,2,3,8,8,5,1,0,1,0.166666667,0.272727273,0.121212121,0.03030303,0.060606061,0.348484848,,,,,,,,,,,,,
P40571,33,136,103,0.2247,0.005176,30, nan, nucleus,3.026,4,1,3,2,1,4,2,2,10,4,0,4,2,2,7,4,4,1,1,4,0.080645161,0.274193548,0.161290323,0.096774194,0.112903226,0.274193548,,,,,,,,,,,,,
P04802,74,196,122,0.5121,0.000329,90, True, cytoplasm,2.423,3,0,6,5,0,5,1,2,12,2,0,4,2,5,5,4,4,1,0,1,0.177419355,0.274193548,0.161290323,0.016129032,0.080645161,0.290322581,8,0,,,,,,,,,,,
P40033,58,132,74,0.2355,0.014074,42, nan, mitochondrion,2.851,3,1,3,1,1,4,2,3,4,1,1,4,1,2,10,6,2,0,0,2,0.078431373,0.274509804,0.156862745,0.058823529,0.098039216,0.333333333,,,,,,,,,,,,,
P32565,856,921,65,0.346,0.000072,66, False, ,3.061,1,0,3,3,0,2,0,2,8,1,1,4,4,2,6,3,2,6,0,3,0.117647059,0.274509804,0.137254902,0.058823529,0.196078431,0.215686275,2,0,,,,,,,,,,,
Q06188,200,292,92,0.1911,0.002346,18, nan, nucleus,2.29,2,0,4,9,0,1,1,2,7,3,0,3,4,2,7,1,4,0,0,1,0.254901961,0.274509804,0.137254902,0.019607843,0.098039216,0.215686275,,,,,,,,,,,,,
P21771,40,280,240,0.2151,0.000791,30, nan, mitochondrion,2.7,14,0,10,19,3,8,1,5,22,6,1,9,4,7,17,4,6,2,1,3,0.204225352,0.274647887,0.183098592,0.049295775,0.098591549,0.190140845,,,,,,,,,,,,,
Q12494,753,1039,286,0.2358,0.000076,42, nan, cytoplasm,2.684,7,0,16,10,4,11,0,2,27,5,3,11,3,1,9,12,7,2,0,1,0.198473282,0.27480916,0.160305344,0.038167939,0.091603053,0.236641221,,,,,,,,,,,,,
Q12369,466,546,80,0.4446,0.091011,90, nan, cytoplasm; cytoskeleton; spindle pole,3.783,5,2,2,3,2,2,1,5,15,9,1,1,0,3,7,9,3,2,3,5,0.0625,0.275,0.0875,0.125,0.2125,0.2375,,,,,,,,,,,,,
P36126,1387,1431,44,0.2166,0.005964,30, nan, ,3.16,0,1,3,2,0,0,1,2,7,5,2,2,0,2,4,2,4,0,1,2,0.125,0.275,0,0.075,0.225,0.3,,,,,,,,,,,,,
P08153,541,687,146,0.1842,0.00006,18, nan, cytoplasm; nucleus,2.988,3,0,8,7,1,8,3,5,17,5,2,5,8,3,13,9,4,6,0,2,0.137614679,0.275229358,0.174311927,0.027522936,0.165137615,0.220183486,,,,,,,,,,,,,
P53032,160,293,133,0.1554,0.014622,6, nan, nucleus; cytoplasm,2.832,2,1,7,1,1,4,1,2,14,4,0,6,3,1,5,8,6,1,0,2,0.115942029,0.275362319,0.130434783,0.043478261,0.101449275,0.333333333,,,,,,,,,,,,,
Q12468,405,433,28,0.2521,0.003888,42, nan, nucleus; cytoplasm,3.541,3,0,1,2,1,0,0,2,3,3,0,2,0,1,5,1,1,1,0,3,0.103448276,0.275862069,0.103448276,0.137931034,0.206896552,0.172413793,,,,,,,,,,,,,
Q07844,791,819,28,0.1822,0.000035,18, False, nucleus; nucleolus,3.566,1,0,4,0,1,0,0,1,4,3,1,1,1,0,4,4,1,2,0,1,0.137931034,0.275862069,0.068965517,0.068965517,0.24137931,0.206896552,,,,,,,,,,,,,
Q01855,21,119,98,0.2667,0.00048,54, False, cytoplasm,2.716,7,0,1,9,0,7,2,0,8,4,1,3,3,1,8,2,2,0,0,0,0.172413793,0.275862069,0.293103448,0,0.086206897,0.172413793,34,3,,,,,,,,,,,
P29469,741,857,116,0.2854,8.00E-06,54, nan, nucleus,2.879,2,0,6,7,2,1,2,4,7,3,3,0,3,6,14,8,2,3,0,3,0.171052632,0.276315789,0.078947368,0.065789474,0.171052632,0.236842105,,,,,,,,,,,,,
P43124,287,400,113,0.1539,0.0061,6, nan, nucleus,2.315,2,0,3,7,1,4,4,3,12,0,1,3,2,5,6,10,2,0,0,0,0.153846154,0.276923077,0.123076923,0.015384615,0.061538462,0.369230769,,,,,,,,,,,,,
Q05937,143,195,52,0.2611,0.001562,42, nan, nucleus,2.836,1,1,2,2,1,1,1,3,5,1,0,4,4,0,5,0,3,0,1,1,0.111111111,0.277777778,0.166666667,0.083333333,0.111111111,0.25,,,,,,,,,,,,,
P53236,8,116,108,0.2348,0.002407,42, nan, nucleus,2.691,2,0,4,3,0,2,4,5,12,0,0,4,4,2,3,1,3,2,1,2,0.12962963,0.277777778,0.148148148,0.055555556,0.12962963,0.259259259,,,,,,,,,,,,,
Q04500,339,474,135,0.1703,0.000032,18, False, nucleus; nucleolus,2.863,8,0,8,21,2,1,3,4,21,9,6,6,2,3,14,6,8,3,1,0,0.23015873,0.277777778,0.087301587,0.023809524,0.174603175,0.206349206,,,,,,,,,,,,,
Q06132,632,893,261,0.1608,0.000409,6, True, nucleus; nucleolus,2.538,5,0,17,10,3,9,4,3,25,6,3,8,0,2,7,10,3,0,0,0,0.234782609,0.27826087,0.12173913,0.026086957,0.104347826,0.234782609,,,,,,,,,,,,,
P32354,156,339,183,0.1519,0.000023,6, nan, nucleus,2.801,3,1,5,9,4,9,3,3,19,3,0,5,6,3,8,6,2,3,3,2,0.144329897,0.278350515,0.18556701,0.092783505,0.092783505,0.206185567,,,,,,,,,,,,,
P38904,1288,1415,127,0.2568,0.001321,42, nan, nucleus,2.335,4,2,4,13,2,2,0,0,13,2,0,9,0,3,9,7,5,2,1,1,0.215189873,0.278481013,0.075949367,0.050632911,0.050632911,0.329113924,,,,,,,,,,,,,
P38754,16,118,102,0.2096,1.00E-06,30, nan, cytoplasm,3.397,12,1,2,2,2,7,0,2,10,1,0,1,3,4,7,2,4,1,0,0,0.06557377,0.278688525,0.360655738,0.032786885,0.06557377,0.196721311,,,,,,,,,,,,,
Q12487,14,129,115,0.2004,0.000024,30, nan, mitochondrion,2.641,3,0,4,1,1,8,4,0,11,3,1,2,3,5,6,4,2,1,2,0,0.081967213,0.278688525,0.229508197,0.049180328,0.081967213,0.278688525,,,,,,,,,,,,,
Q12153,322,384,62,0.2396,0.0087,42, False, nucleus; nucleolus,3.756,4,1,1,7,1,3,2,4,12,8,1,0,1,3,5,3,2,3,0,0,0.131147541,0.278688525,0.131147541,0.016393443,0.262295082,0.180327869,,,,,,,,,,,,,
P39678,4,99,95,0.1884,0.001185,18, nan, nucleus,2.535,2,0,4,3,1,6,0,2,10,0,0,2,1,3,2,4,2,0,0,1,0.162790698,0.279069767,0.209302326,0.046511628,0.046511628,0.255813953,,,,,,,,,,,,,
P19736,409,473,64,0.1604,0.000325,6, nan, nucleus,2.549,0,1,1,7,0,4,1,0,5,3,0,3,1,1,7,3,0,2,2,2,0.186046512,0.279069767,0.11627907,0.093023256,0.11627907,0.209302326,,,,,,,,,,,,,
P38439,283,310,27,0.2522,0.000065,42, False, nucleus; nucleoplasm,4.244,1,0,0,0,1,0,0,4,5,2,1,2,0,1,2,2,3,1,0,0,0,0.28,0.04,0.04,0.32,0.32,,,,,,,,,,,,,
P40325,86,122,36,0.187,0.001047,18, nan, cytoplasm,2.484,0,0,0,0,0,3,0,0,3,1,0,2,4,1,4,3,2,0,0,2,0,0.28,0.28,0.08,0.04,0.32,,,,,,,,,,,,,
Q08561,41,69,28,0.2484,0.004589,42, nan, nucleus,3.228,1,0,1,2,2,2,0,2,4,0,0,2,0,0,3,1,1,1,1,2,0.12,0.28,0.12,0.2,0.12,0.16,,,,,,,,,,,,,
Q12035,113,205,92,0.1532,0.000741,6, nan, nucleus; nucleolus,2.839,5,0,2,9,2,3,3,5,11,1,2,3,2,3,10,6,3,1,0,4,0.146666667,0.28,0.133333333,0.08,0.12,0.24,,,,,,,,,,,,,
Q12420,178,202,24,0.2308,7.00E-06,42, nan, nucleus,2.828,3,0,2,4,0,0,0,0,3,3,1,3,0,1,4,0,0,1,0,0,0.24,0.28,0.12,0,0.2,0.16,,,,,,,,,,,,,
Q08208,200,401,201,0.1695,0.000725,18, False, nucleus; nucleolus,3.136,8,0,9,7,6,9,2,6,25,7,1,9,6,5,12,6,8,5,0,1,0.121212121,0.28030303,0.174242424,0.053030303,0.143939394,0.227272727,4,2,,,,,,,,,,,
P38798,5,302,297,0.1277,0.000259,6, nan, cytoplasm,2.547,5,0,13,15,2,13,1,5,28,4,0,8,2,6,9,12,5,3,0,1,0.212121212,0.28030303,0.151515152,0.022727273,0.090909091,0.242424242,,,,,,,,,,,,,
Q03338,293,463,170,0.2967,0.001111,54, nan, nucleus,2.46,2,0,12,13,3,8,5,2,21,2,2,8,2,4,9,3,3,7,0,1,0.23364486,0.280373832,0.112149533,0.037383178,0.121495327,0.214953271,,,,,,,,,,,,,
P05743,19,118,99,0.2426,0.001902,42, True, cytoplasm,3.058,4,0,3,4,1,5,1,0,12,4,0,2,2,2,4,7,2,3,0,1,0.122807018,0.280701754,0.192982456,0.035087719,0.122807018,0.245614035,1,0,,,,,,,,,,,
P53221,19,119,100,0.3,0.003625,54, True, cytoplasm,2.842,4,0,4,4,1,5,2,0,12,4,0,2,2,3,4,6,2,2,0,0,0.140350877,0.280701754,0.192982456,0.01754386,0.105263158,0.263157895,25,0,,,,,,,,,,,
Q03654,133,191,58,0.176,0.001646,18, nan, nucleus; cytoplasm,2.881,6,0,3,10,0,2,0,1,7,6,3,2,1,3,9,1,3,0,0,0,0.228070175,0.280701754,0.157894737,0,0.175438596,0.157894737,,,,,,,,,,,,,
P29478,73,245,172,0.264,0.000043,54, True, cytoplasm,2.601,1,1,3,13,2,14,2,2,17,2,2,3,7,3,8,3,4,2,0,0,0.179775281,0.280898876,0.247191011,0.02247191,0.08988764,0.179775281,3,0,,,,,,,,,,,
P35996,1,130,129,0.2476,0.002412,42, nan, mitochondrion,2.975,3,3,3,1,1,11,0,1,14,2,1,7,2,2,4,2,6,1,0,0,0.0625,0.28125,0.25,0.015625,0.078125,0.3125,,,,,,,,,,,,,
P53897,35,66,31,0.3325,0.000684,66, False, ,3.269,0,0,3,0,2,2,1,1,8,2,3,0,1,1,1,2,1,0,0,4,0.09375,0.28125,0.09375,0.1875,0.1875,0.15625,,,,,,,,,,,,,
P46945,8,76,68,0.0624,0.015815,6, nan, ,2.791,0,1,2,5,1,1,0,3,9,5,1,5,1,6,9,5,5,1,0,4,0.109375,0.28125,0.03125,0.078125,0.15625,0.34375,,,,,,,,,,,,,
Q08446,6,137,131,0.3833,0.000093,78, False, ,2.547,1,0,7,8,2,6,2,1,15,3,1,3,2,0,3,5,3,1,0,1,0.234375,0.28125,0.140625,0.046875,0.09375,0.203125,1,0,,,,,,,,,,,
Q3E785,8,66,58,0.2783,0.001968,54, nan, mitochondrion matrix,2.464,0,0,0,4,2,2,4,1,6,1,0,5,2,1,5,0,2,2,0,2,0.102564103,0.282051282,0.102564103,0.102564103,0.102564103,0.307692308,,,,,,,,,,,,,
P46946,284,341,57,0.2937,0.001061,54, nan, nucleus; cytoplasm,2.767,0,1,4,4,1,1,0,3,7,2,0,1,1,4,4,1,1,1,0,3,0.205128205,0.282051282,0.051282051,0.102564103,0.153846154,0.205128205,,,,,,,,,,,,,
P53139,93,131,38,0.1841,0.000066,18, nan, cytoplasm; cytosol,2.528,4,0,0,8,0,2,2,0,8,3,1,2,0,2,3,1,2,0,0,1,0.205128205,0.282051282,0.153846154,0.025641026,0.102564103,0.230769231,,,,,,,,,,,,,
P36080,28,69,41,0.2646,0.000919,54, True, nucleus; nucleolus,2.29,1,0,4,6,0,0,0,0,10,3,0,1,1,4,1,3,2,1,1,1,0.256410256,0.282051282,0.051282051,0.051282051,0.102564103,0.256410256,1,1,,,,,,,,,,,
P35191,59,121,62,0.1072,0.00007,6, nan, mitochondrion,1.838,1,0,6,5,0,2,2,1,11,0,0,1,2,3,0,2,2,0,0,1,0.282051282,0.282051282,0.128205128,0.025641026,0.025641026,0.256410256,,,,,,,,,,,,,
P40050,69,680,611,0.1623,0.005875,6, nan, mitochondrion,2.534,13,0,21,28,2,20,7,8,57,14,1,23,7,15,24,25,12,6,1,3,0.170731707,0.282229965,0.139372822,0.020905923,0.101045296,0.285714286,,,,,,,,,,,,,
Q08581,731,777,46,0.3378,0.000023,66, nan, cytoplasm; cytoskeleton; microtubule organizing center; spindle pole body; chromosome; centromere; kinetochore; chromosome; centromere,2.778,2,0,2,6,0,1,1,1,12,6,0,2,0,3,1,2,1,0,1,5,0.173913043,0.282608696,0.065217391,0.130434783,0.152173913,0.195652174,,,,,,,,,,,,,
P34244,1431,1512,81,0.1078,0.006882,6, nan, bud neck,2.791,2,0,4,2,1,2,2,1,11,3,0,7,1,1,4,5,4,3,0,0,0.113207547,0.283018868,0.094339623,0.018867925,0.132075472,0.358490566,,,,,,,,,,,,,
Q05471,385,437,52,0.1959,0.000204,18, nan, nucleus,3.038,8,0,1,9,2,1,3,1,9,2,1,1,0,3,6,1,0,3,1,1,0.188679245,0.283018868,0.169811321,0.075471698,0.132075472,0.150943396,,,,,,,,,,,,,
Q05498,55,182,127,0.1172,0.002598,6, True, nucleus; nucleolus,2.595,4,0,4,3,0,7,3,1,10,3,1,2,5,5,7,2,1,1,0,1,0.116666667,0.283333333,0.266666667,0.016666667,0.1,0.216666667,2,2,,,,,,,,,,,
P38789,322,384,62,0.233,5.00E-06,42, False, nucleus; nucleolus,3.678,4,1,0,8,1,3,2,3,13,8,1,0,1,3,4,3,2,3,0,0,0.133333333,0.283333333,0.133333333,0.016666667,0.25,0.183333333,,,,,,,,,,,,,
P38202,22,89,67,0.2905,0.00001,54, False, ,2.781,3,0,8,8,0,3,1,3,14,5,1,1,1,4,5,4,2,2,1,1,0.23880597,0.28358209,0.104477612,0.029850746,0.164179104,0.179104478,1,0,,,,,,,,,,,
Q08496,215,375,160,0.2096,0.006978,30, nan, nucleus,2.936,1,1,5,4,0,2,0,5,12,4,0,4,4,7,9,2,7,4,1,2,0.121621622,0.283783784,0.094594595,0.040540541,0.175675676,0.283783784,,,,,,,,,,,,,
P41805,9,216,207,0.2661,0.000138,54, False, cytoplasm,3.025,5,1,10,5,2,13,2,5,19,6,2,4,4,2,10,6,1,1,1,3,0.147058824,0.284313725,0.215686275,0.058823529,0.137254902,0.156862745,35,3,,,,,,,,,,,
P53972,3,488,485,0.1734,0.000414,18, nan, nucleus; nucleolus,2.572,7,0,17,21,2,20,5,3,42,10,0,7,17,9,16,17,4,7,0,0,0.18627451,0.284313725,0.215686275,0.009803922,0.098039216,0.205882353,,,,,,,,,,,,,
P36533,11,50,39,0.1095,0.001336,6, nan, mitochondrion,3.854,3,0,0,1,0,2,1,2,5,2,0,0,2,0,3,1,2,2,0,2,0.035714286,0.285714286,0.25,0.071428571,0.214285714,0.142857143,,,,,,,,,,,,,
